path,cls,source,width,height,phash_hex,blur_var,kept,drop_reason,split
smaller_dataset\Braised Crucian Carp\124.jpg,Braised Crucian Carp,unknown,500,500,815f9e683a2568e7,411.2648382576,True,,train
smaller_dataset\Braised Crucian Carp\125.jpg,Braised Crucian Carp,unknown,640,360,fa3de550a6b0b4d0,1470.2287671379938,True,,train
smaller_dataset\Braised Crucian Carp\126.jpg,Braised Crucian Carp,unknown,500,500,be42c02fcb3ecc98,480.9435162310239,True,,train
smaller_dataset\Braised Crucian Carp\127.jpg,Braised Crucian Carp,unknown,500,500,ea9ef06ba05e80b9,307.93209346553607,True,,train
smaller_dataset\Braised Crucian Carp\128.jpg,Braised Crucian Carp,unknown,640,480,e09e8e0a698f74cd,3285.858223198403,True,,val
smaller_dataset\Braised Crucian Carp\129.jpg,Braised Crucian Carp,unknown,450,330,9dc563d164c54f1a,3811.330699491027,True,,train
smaller_dataset\Braised Crucian Carp\13.jpg,Braised Crucian Carp,unknown,500,667,a1d8e423ca26cf7c,534.6227340339815,True,,train
smaller_dataset\Braised Crucian Carp\130.jpg,Braised Crucian Carp,unknown,500,329,80da3f6430d2c79f,647.012236985948,True,,train
smaller_dataset\Braised Crucian Carp\131.jpg,Braised Crucian Carp,unknown,672,377,edd2c96a6f311413,1079.9968139635096,True,,train
smaller_dataset\Braised Crucian Carp\132.jpg,Braised Crucian Carp,unknown,500,362,82c0777ba8de5b84,808.7045675887485,True,,train
smaller_dataset\Braised Crucian Carp\133.jpg,Braised Crucian Carp,unknown,608,318,a19e1f693865e196,1636.4086117305296,True,,train
smaller_dataset\Braised Crucian Carp\134.jpg,Braised Crucian Carp,unknown,640,398,d54a427db6a0cb4d,1581.1758284073912,True,,train
smaller_dataset\Braised Crucian Carp\135.jpg,Braised Crucian Carp,unknown,635,500,e813974e9a3dc931,272.27389606283344,True,,test
smaller_dataset\Braised Crucian Carp\136.jpg,Braised Crucian Carp,unknown,1028,500,bfbcb684f0d0d290,716.3230781583333,False,extreme_AR,
smaller_dataset\Braised Crucian Carp\137.jpg,Braised Crucian Carp,unknown,750,500,85ca7b2f27147a92,556.1108158760959,True,,train
smaller_dataset\Braised Crucian Carp\138.jpg,Braised Crucian Carp,unknown,500,1054,8495fb2ec46895ea,211.37275168985224,False,extreme_AR,
smaller_dataset\Braised Crucian Carp\139.jpg,Braised Crucian Carp,unknown,661,440,ad85d0704b873d76,1599.5948423221273,True,,train
smaller_dataset\Braised Crucian Carp\14.jpg,Braised Crucian Carp,unknown,499,325,bff0b441da21b25a,1049.7813780766026,True,,train
smaller_dataset\Braised Crucian Carp\140.jpg,Braised Crucian Carp,unknown,640,480,be52d3842c3de564,778.291493418789,True,,train
smaller_dataset\Braised Crucian Carp\141.jpg,Braised Crucian Carp,unknown,667,500,d2e12b676586349d,812.4946832353689,True,,test
smaller_dataset\Braised Crucian Carp\142.jpg,Braised Crucian Carp,unknown,786,500,d094cb3e6db036c3,931.7410991841967,True,,train
smaller_dataset\Braised Crucian Carp\143.jpg,Braised Crucian Carp,unknown,600,400,9af04b81395fe178,970.4122415465106,True,,train
smaller_dataset\Braised Crucian Carp\144.jpg,Braised Crucian Carp,unknown,500,500,ed8586e45edf2128,605.0413060344162,True,,test
smaller_dataset\Braised Crucian Carp\145.jpg,Braised Crucian Carp,unknown,400,400,d0833cade49bd389,5225.858164898085,True,,train
smaller_dataset\Braised Crucian Carp\146.jpg,Braised Crucian Carp,unknown,640,271,971c941a7b61e731,2050.0235992659273,False,extreme_AR,
smaller_dataset\Braised Crucian Carp\147.jpg,Braised Crucian Carp,unknown,500,666,d258b548ae277c78,2385.6766261190833,True,,train
smaller_dataset\Braised Crucian Carp\148.jpg,Braised Crucian Carp,unknown,498,254,bbc2d236cd3025b9,683.5083431523072,True,,train
smaller_dataset\Braised Crucian Carp\15.jpg,Braised Crucian Carp,unknown,799,500,bf5dc06e4ca03f81,1587.0543384761552,True,,train
smaller_dataset\Braised Crucian Carp\150.jpg,Braised Crucian Carp,unknown,870,500,80210fdc67b6d1e7,223.40086949816884,True,,test
smaller_dataset\Braised Crucian Carp\151.jpg,Braised Crucian Carp,unknown,500,666,d0c10c076abd6f79,1449.4552345469706,True,,train
smaller_dataset\Braised Crucian Carp\152.jpg,Braised Crucian Carp,unknown,600,400,fc8a928d2f3c7134,2577.7483461863885,True,,train
smaller_dataset\Braised Crucian Carp\153.jpg,Braised Crucian Carp,unknown,640,290,bf80e4cbd02bcc2d,2215.4498543537447,False,extreme_AR,
smaller_dataset\Braised Crucian Carp\154.jpg,Braised Crucian Carp,unknown,400,533,a6f8fe64d162c069,835.4832894031226,True,,test
smaller_dataset\Braised Crucian Carp\155.jpg,Braised Crucian Carp,unknown,600,450,adc0001e5f5f3ec5,597.3956406551304,True,,train
smaller_dataset\Braised Crucian Carp\156.jpg,Braised Crucian Carp,unknown,400,500,c6e0a8a5bf96bc82,1615.9049437591002,True,,test
smaller_dataset\Braised Crucian Carp\157.jpg,Braised Crucian Carp,unknown,791,500,aaf0c507de9835c9,245.643445874169,True,,train
smaller_dataset\Braised Crucian Carp\158.jpg,Braised Crucian Carp,unknown,667,500,c7814747566e6aa5,1273.2618752890185,True,,train
smaller_dataset\Braised Crucian Carp\159.jpg,Braised Crucian Carp,unknown,450,337,fd50c42f122e1a7b,2247.772866045497,True,,train
smaller_dataset\Braised Crucian Carp\16.jpg,Braised Crucian Carp,unknown,640,427,bfe5efe4a9003112,1373.3891022984208,True,,train
smaller_dataset\Braised Crucian Carp\160.jpg,Braised Crucian Carp,unknown,500,667,be03b0ce8254dfb8,1774.6602684493075,True,,train
smaller_dataset\Braised Crucian Carp\161.jpg,Braised Crucian Carp,unknown,300,200,aaf3c04ecf2b8435,6901.1732621530555,False,tiny<224,
smaller_dataset\Braised Crucian Carp\162.jpg,Braised Crucian Carp,unknown,667,500,bbd29105ef8a9e88,739.8323278150191,True,,train
smaller_dataset\Braised Crucian Carp\163.jpg,Braised Crucian Carp,unknown,500,667,84bb2ab03cf156b5,1746.4352134737344,True,,train
smaller_dataset\Braised Crucian Carp\164.jpg,Braised Crucian Carp,unknown,500,667,f2b930e9ac9429bc,1168.2033696825586,True,,train
smaller_dataset\Braised Crucian Carp\166.jpg,Braised Crucian Carp,unknown,800,1070,85e593c0bb0d28df,426.18371710193026,True,,train
smaller_dataset\Braised Crucian Carp\167.jpg,Braised Crucian Carp,unknown,500,667,b0458f1ff03a75c1,2302.948717612708,True,,val
smaller_dataset\Braised Crucian Carp\168.jpg,Braised Crucian Carp,unknown,640,432,c8e03f9e980f8fb0,1612.9384033265399,True,,train
smaller_dataset\Braised Crucian Carp\169.jpg,Braised Crucian Carp,unknown,500,333,a1c2d72c7865734e,1661.5543208048045,True,,train
smaller_dataset\Braised Crucian Carp\17.jpg,Braised Crucian Carp,unknown,889,500,fc8ae93da1b88784,387.47030058570624,True,,train
smaller_dataset\Braised Crucian Carp\170.jpg,Braised Crucian Carp,unknown,800,1778,a1de275c5a275a25,162.72006255842916,False,extreme_AR,
smaller_dataset\Braised Crucian Carp\174.jpg,Braised Crucian Carp,unknown,491,353,aa043f979683db85,884.7565979788154,True,,test
smaller_dataset\Braised Crucian Carp\175.jpg,Braised Crucian Carp,unknown,432,334,fc04e17ea361a467,4365.189478279587,True,,train
smaller_dataset\Braised Crucian Carp\18.jpg,Braised Crucian Carp,unknown,750,500,ea58953d786460cf,960.5376061864891,True,,train
smaller_dataset\Braised Crucian Carp\180.jpg,Braised Crucian Carp,unknown,380,285,ff83f8b681908327,6254.77618039013,True,,train
smaller_dataset\Braised Crucian Carp\181.jpg,Braised Crucian Carp,unknown,320,395,bdb0d0f00be53ac5,1489.223693931699,True,,val
smaller_dataset\Braised Crucian Carp\182.jpg,Braised Crucian Carp,unknown,445,419,e481d471cc66b4e7,644.1969483253332,True,,train
smaller_dataset\Braised Crucian Carp\183.jpg,Braised Crucian Carp,unknown,500,500,e8d59d281a157877,1007.5067026365441,True,,train
smaller_dataset\Braised Crucian Carp\184.jpg,Braised Crucian Carp,unknown,500,500,afa6fc8a704ac32a,417.59999431,True,,train
smaller_dataset\Braised Crucian Carp\185.jpg,Braised Crucian Carp,unknown,590,443,c562427539373973,1709.7489880013065,True,,train
smaller_dataset\Braised Crucian Carp\186.jpg,Braised Crucian Carp,unknown,382,287,ae95d1584b68cf46,794.5769307818358,True,,train
smaller_dataset\Braised Crucian Carp\187.jpg,Braised Crucian Carp,unknown,500,625,ba99c1985fc368c6,539.660627983196,True,,test
smaller_dataset\Braised Crucian Carp\188.jpg,Braised Crucian Carp,unknown,500,413,d6060f243cf760cf,5084.560511212611,True,,train
smaller_dataset\Braised Crucian Carp\189.jpg,Braised Crucian Carp,unknown,482,486,f0469e5cc7690d2b,2960.7033564502112,True,,train
smaller_dataset\Braised Crucian Carp\19.jpg,Braised Crucian Carp,unknown,665,500,804267fe3c1e961f,1748.0875324364204,True,,train
smaller_dataset\Braised Crucian Carp\190.jpg,Braised Crucian Carp,unknown,320,320,f158c6630da47c3d,1217.8910650252344,True,,train
smaller_dataset\Braised Crucian Carp\191.jpg,Braised Crucian Carp,unknown,640,420,f01f1e3869b465d2,1584.184608800965,True,,val
smaller_dataset\Braised Crucian Carp\192.jpg,Braised Crucian Carp,unknown,500,625,909e17f27b8b605c,1070.7423007618968,True,,train
smaller_dataset\Braised Crucian Carp\193.jpg,Braised Crucian Carp,unknown,500,375,f4e6d2254d394f90,2694.0320414606217,True,,val
smaller_dataset\Braised Crucian Carp\194.jpg,Braised Crucian Carp,unknown,500,347,bf89a594929ada58,1159.650309033245,True,,train
smaller_dataset\Braised Crucian Carp\195.jpg,Braised Crucian Carp,unknown,500,667,a95fc85dd81c185d,608.505773177543,True,,train
smaller_dataset\Braised Crucian Carp\196.jpg,Braised Crucian Carp,unknown,750,500,b5479c1c787a0f0e,1651.4841803972192,True,,val
smaller_dataset\Braised Crucian Carp\197.jpg,Braised Crucian Carp,unknown,500,625,a554d6ea5a295a69,927.5360085328998,True,,val
smaller_dataset\Braised Crucian Carp\198.jpg,Braised Crucian Carp,unknown,500,750,ab9aa4b6b43d4634,753.7759182028518,True,,train
smaller_dataset\Braised Crucian Carp\199.jpg,Braised Crucian Carp,unknown,600,400,bec8b0bd1350c1cf,2568.7914524291496,True,,train
smaller_dataset\Braised Crucian Carp\2.jpg,Braised Crucian Carp,unknown,800,800,fb1585d46eda3409,1113.1051407286882,True,,train
smaller_dataset\Braised Crucian Carp\20.jpg,Braised Crucian Carp,unknown,500,500,fbe28015bd9872c5,958.9604550317439,True,,val
smaller_dataset\Braised Crucian Carp\200.jpg,Braised Crucian Carp,unknown,500,375,fd9c84abc2798a98,843.0363545217705,True,,val
smaller_dataset\Braised Crucian Carp\201.jpg,Braised Crucian Carp,unknown,500,500,861f87709e78386b,658.8462910181761,True,,train
smaller_dataset\Braised Crucian Carp\202.jpg,Braised Crucian Carp,unknown,335,500,bcdeca80f2572919,2102.5735388728003,True,,train
smaller_dataset\Braised Crucian Carp\203.jpg,Braised Crucian Carp,unknown,500,889,a531b868d5ed12c7,318.3430784751816,True,,train
smaller_dataset\Braised Crucian Carp\204.jpg,Braised Crucian Carp,unknown,500,500,ee11144a7b2d3597,800.524889323504,True,,test
smaller_dataset\Braised Crucian Carp\205.jpg,Braised Crucian Carp,unknown,500,375,e04090bfd28797be,367.8391168527928,True,,train
smaller_dataset\Braised Crucian Carp\206.jpg,Braised Crucian Carp,unknown,596,500,d6fa840b163d1b36,1027.661764419069,True,,train
smaller_dataset\Braised Crucian Carp\207.jpg,Braised Crucian Carp,unknown,526,274,a19e1f693865e196,1809.6340698329318,False,near-dup≤5,
smaller_dataset\Braised Crucian Carp\208.jpg,Braised Crucian Carp,unknown,667,500,aafc81fb95d01781,782.0954895472712,True,,train
smaller_dataset\Braised Crucian Carp\209.jpg,Braised Crucian Carp,unknown,500,668,eb80d05fcb5a5d03,436.94557559431144,True,,train
smaller_dataset\Braised Crucian Carp\21.jpg,Braised Crucian Carp,unknown,750,500,be098a1ebcf833e0,1186.0614264777314,True,,train
smaller_dataset\Braised Crucian Carp\210.jpg,Braised Crucian Carp,unknown,333,500,aba7c5b70a9478c2,1720.927750548242,True,,train
smaller_dataset\Braised Crucian Carp\211.jpg,Braised Crucian Carp,unknown,500,667,bbd0d0938bfc4d60,459.52117839417025,True,,train
smaller_dataset\Braised Crucian Carp\212.jpg,Braised Crucian Carp,unknown,500,674,c57a02277ff460c3,1428.6203965444001,True,,train
smaller_dataset\Braised Crucian Carp\213.jpg,Braised Crucian Carp,unknown,448,559,b2c22fe51d899c4e,1692.174790554546,True,,train
smaller_dataset\Braised Crucian Carp\214.jpg,Braised Crucian Carp,unknown,375,500,e69dd508c63f0e31,1859.631033567459,True,,test
smaller_dataset\Braised Crucian Carp\215.jpg,Braised Crucian Carp,unknown,500,667,e8551f0a69b5e750,1296.319740979336,True,,test
smaller_dataset\Braised Crucian Carp\216.jpg,Braised Crucian Carp,unknown,500,500,d57e5ac5b4210e74,1672.2789917368157,True,,train
smaller_dataset\Braised Crucian Carp\217.jpg,Braised Crucian Carp,unknown,600,400,ddd5021e3f7a2161,966.0195835894272,True,,test
smaller_dataset\Braised Crucian Carp\218.jpg,Braised Crucian Carp,unknown,500,750,bfbf1cc01a08e52b,612.3982275413049,True,,train
smaller_dataset\Braised Crucian Carp\219.jpg,Braised Crucian Carp,unknown,690,390,c4883b3d6532f8cb,1737.580301450546,True,,train
smaller_dataset\Braised Crucian Carp\22.jpg,Braised Crucian Carp,unknown,1280,800,ebd4f017953093c3,1047.6983510312496,True,,val
smaller_dataset\Braised Crucian Carp\220.jpg,Braised Crucian Carp,unknown,500,811,e7a107b6e0805ed7,219.5248925918194,True,,train
smaller_dataset\Braised Crucian Carp\221.jpg,Braised Crucian Carp,unknown,600,400,fbe99234c9f20cc2,1937.819019402066,True,,test
smaller_dataset\Braised Crucian Carp\222.jpg,Braised Crucian Carp,unknown,500,375,823d97a0da635cb5,1053.4266612622225,True,,train
smaller_dataset\Braised Crucian Carp\223.jpg,Braised Crucian Carp,unknown,882,496,a8939587c0faf629,330.0189962708205,True,,train
smaller_dataset\Braised Crucian Carp\224.jpg,Braised Crucian Carp,unknown,500,500,a9e1b000cb3ee5eb,1344.4659045867359,True,,train
smaller_dataset\Braised Crucian Carp\225.jpg,Braised Crucian Carp,unknown,640,426,ffcd952c9a248076,859.9311964183196,True,,train
smaller_dataset\Braised Crucian Carp\226.jpg,Braised Crucian Carp,unknown,500,888,bf93c1b44a700bf1,626.2724912247179,True,,train
smaller_dataset\Braised Crucian Carp\227.jpg,Braised Crucian Carp,unknown,500,667,fbb0c752c44d82c7,819.9531915337443,True,,test
smaller_dataset\Braised Crucian Carp\228.jpg,Braised Crucian Carp,unknown,298,500,ed9796ca0acd2748,1525.8330232417907,True,,train
smaller_dataset\Braised Crucian Carp\229.jpg,Braised Crucian Carp,unknown,500,500,bd58f089cb2e8d25,950.5146542524,True,,train
smaller_dataset\Braised Crucian Carp\23.jpg,Braised Crucian Carp,unknown,667,500,9055c2e0cf837fcc,1489.2345242500578,True,,train
smaller_dataset\Braised Crucian Carp\230.jpg,Braised Crucian Carp,unknown,625,500,fee0c0bfc1c0879a,1741.3848161989738,True,,train
smaller_dataset\Braised Crucian Carp\231.jpg,Braised Crucian Carp,unknown,375,500,b8cf87cc1ef06982,1285.5563320391395,True,,train
smaller_dataset\Braised Crucian Carp\232.jpg,Braised Crucian Carp,unknown,500,889,aedf55ad10542a56,958.2957000956118,True,,train
smaller_dataset\Braised Crucian Carp\233.jpg,Braised Crucian Carp,unknown,328,440,fe07827a0fa09fc2,2605.834823232062,True,,train
smaller_dataset\Braised Crucian Carp\234.jpg,Braised Crucian Carp,unknown,600,400,f8c03f4ea06b85d3,2043.737816849983,True,,train
smaller_dataset\Braised Crucian Carp\235.jpg,Braised Crucian Carp,unknown,667,500,94c472d1784e67c7,704.8493122436474,True,,train
smaller_dataset\Braised Crucian Carp\236.jpg,Braised Crucian Carp,unknown,399,499,aefe06daf22849c4,2729.8167471893603,True,,train
smaller_dataset\Braised Crucian Carp\237.jpg,Braised Crucian Carp,unknown,448,252,fd9ac2e98c438467,1089.8538371895372,True,,train
smaller_dataset\Braised Crucian Carp\238.jpg,Braised Crucian Carp,unknown,400,500,a95f4a68af741632,1011.3048645577749,True,,val
smaller_dataset\Braised Crucian Carp\239.jpg,Braised Crucian Carp,unknown,500,281,80921fdf5aaf4b48,3202.260086468004,True,,train
smaller_dataset\Braised Crucian Carp\24.jpg,Braised Crucian Carp,unknown,500,500,bdbfd2e1d841c144,1059.988041578864,True,,train
smaller_dataset\Braised Crucian Carp\240.jpg,Braised Crucian Carp,unknown,500,816,cca71c96d0df1958,383.3193052311071,True,,test
smaller_dataset\Braised Crucian Carp\241.jpg,Braised Crucian Carp,unknown,480,300,aaf1e04ecf2a8437,1043.0262700925446,True,,val
smaller_dataset\Braised Crucian Carp\242.jpg,Braised Crucian Carp,unknown,500,667,9b9bc0e40e951b97,591.7022489026342,True,,test
smaller_dataset\Braised Crucian Carp\243.jpg,Braised Crucian Carp,unknown,600,450,835fbfa068c324cd,2021.8309073886285,True,,train
smaller_dataset\Braised Crucian Carp\244.jpg,Braised Crucian Carp,unknown,673,500,c4390f32e4496f6e,1205.9409159494403,True,,train
smaller_dataset\Braised Crucian Carp\245.jpg,Braised Crucian Carp,unknown,500,666,e9c6528b2d95a6b2,3388.9996235674867,True,,train
smaller_dataset\Braised Crucian Carp\246.jpg,Braised Crucian Carp,unknown,574,500,e9c5a41f997e8033,254.43568212496197,True,,train
smaller_dataset\Braised Crucian Carp\247.jpg,Braised Crucian Carp,unknown,375,500,ed0252e19af56c35,1274.7849470048427,True,,val
smaller_dataset\Braised Crucian Carp\248.jpg,Braised Crucian Carp,unknown,558,500,a0b887874f8e3ccb,1732.0055911662878,True,,train
smaller_dataset\Braised Crucian Carp\249.jpg,Braised Crucian Carp,unknown,882,496,adc4d64ec40f1ab9,1086.2027448090168,True,,train
smaller_dataset\Braised Crucian Carp\25.jpg,Braised Crucian Carp,unknown,800,1065,acbb805ce580df3a,672.8022981015613,True,,train
smaller_dataset\Braised Crucian Carp\250.jpg,Braised Crucian Carp,unknown,350,587,ed9796ca0acd2748,1256.9039677761293,False,near-dup≤5,
smaller_dataset\Braised Crucian Carp\251.jpg,Braised Crucian Carp,unknown,500,500,a8d5c51e9778af20,895.501982967744,True,,train
smaller_dataset\Braised Crucian Carp\252.jpg,Braised Crucian Carp,unknown,500,586,afa390c15bc23c9b,606.1310263777095,True,,train
smaller_dataset\Braised Crucian Carp\253.jpg,Braised Crucian Carp,unknown,500,610,ae40153d5f3c78f0,1647.520869747444,True,,train
smaller_dataset\Braised Crucian Carp\254.jpg,Braised Crucian Carp,unknown,800,500,ea9d85021f7d7a81,2317.0740299431936,True,,val
smaller_dataset\Braised Crucian Carp\255.jpg,Braised Crucian Carp,unknown,375,500,841b3facca94bd89,1748.881621001557,True,,train
smaller_dataset\Braised Crucian Carp\256.jpg,Braised Crucian Carp,unknown,780,439,fb8dc0354ad22d4b,1401.9617189911082,True,,train
smaller_dataset\Braised Crucian Carp\257.jpg,Braised Crucian Carp,unknown,375,500,fed1a2479529466c,551.3855873184426,True,,train
smaller_dataset\Braised Crucian Carp\258.jpg,Braised Crucian Carp,unknown,690,390,bcf29ba292315eb0,496.9179245108977,True,,val
smaller_dataset\Braised Crucian Carp\259.jpg,Braised Crucian Carp,unknown,521,500,bb9dc0c80dc731d6,1803.281631459875,True,,train
smaller_dataset\Braised Crucian Carp\26.jpg,Braised Crucian Carp,unknown,640,480,fe85a045c5d74746,1801.5923382873107,True,,val
smaller_dataset\Braised Crucian Carp\260.jpg,Braised Crucian Carp,unknown,500,333,af9690e2cce17037,512.7816930637304,True,,train
smaller_dataset\Braised Crucian Carp\261.jpg,Braised Crucian Carp,unknown,440,377,fe9f185403228fba,1307.8437550423068,True,,train
smaller_dataset\Braised Crucian Carp\262.jpg,Braised Crucian Carp,unknown,500,620,e9c6522b3d957292,2615.0454843191574,True,,train
smaller_dataset\Braised Crucian Carp\263.jpg,Braised Crucian Carp,unknown,640,360,e959943d706666cc,1104.9987509357031,True,,train
smaller_dataset\Braised Crucian Carp\264.jpg,Braised Crucian Carp,unknown,433,500,bfc781c17e0f6230,12542.498854142912,True,,train
smaller_dataset\Braised Crucian Carp\265.jpg,Braised Crucian Carp,unknown,500,375,b003d1974b4aed37,473.7064457230506,True,,train
smaller_dataset\Braised Crucian Carp\266.jpg,Braised Crucian Carp,unknown,500,500,ed3fc2b00be13c61,579.1091875435361,True,,train
smaller_dataset\Braised Crucian Carp\267.jpg,Braised Crucian Carp,unknown,375,499,d0f87a602507c3f7,1912.3548106360738,True,,train
smaller_dataset\Braised Crucian Carp\268.jpg,Braised Crucian Carp,unknown,608,456,f08b4e1f6ac465d2,2696.6996516191844,True,,train
smaller_dataset\Braised Crucian Carp\269.jpg,Braised Crucian Carp,unknown,500,500,ea2dd534d6d0d8c2,607.7277558028641,True,,train
smaller_dataset\Braised Crucian Carp\27.jpg,Braised Crucian Carp,unknown,524,350,ae95c8603f1398cf,14167.492922942267,True,,train
smaller_dataset\Braised Crucian Carp\270.jpg,Braised Crucian Carp,unknown,500,375,c05a0fc97c8f72cc,2173.0092319822224,True,,train
smaller_dataset\Braised Crucian Carp\271.jpg,Braised Crucian Carp,unknown,500,699,fac3d427d3330a32,1451.8643057518018,True,,train
smaller_dataset\Braised Crucian Carp\272.jpg,Braised Crucian Carp,unknown,500,500,94e97be56490a1f1,1571.138616955504,True,,test
smaller_dataset\Braised Crucian Carp\273.jpg,Braised Crucian Carp,unknown,500,500,d0f40fc33c4f3c1c,3018.9029719995992,True,,train
smaller_dataset\Braised Crucian Carp\274.jpg,Braised Crucian Carp,unknown,500,334,bdc383078f31658d,2645.5232740004662,True,,train
smaller_dataset\Braised Crucian Carp\275.jpg,Braised Crucian Carp,unknown,500,500,aadad52f82898bb4,1293.7698651627363,True,,train
smaller_dataset\Braised Crucian Carp\276.jpg,Braised Crucian Carp,unknown,500,667,bf1d80d88c07696f,1353.1069731592017,True,,train
smaller_dataset\Braised Crucian Carp\277.jpg,Braised Crucian Carp,unknown,640,480,f11f1e1e69683465,2222.973067009979,True,,train
smaller_dataset\Braised Crucian Carp\278.jpg,Braised Crucian Carp,unknown,640,360,ba3fa1586660c799,415.0654428168214,True,,train
smaller_dataset\Braised Crucian Carp\279.jpg,Braised Crucian Carp,unknown,500,500,f41a433d6f309cd2,714.3465874227038,True,,train
smaller_dataset\Braised Crucian Carp\28.jpg,Braised Crucian Carp,unknown,750,500,abd0b502171f1b7a,1034.1717417066666,True,,train
smaller_dataset\Braised Crucian Carp\280.jpg,Braised Crucian Carp,unknown,500,500,bd2a790af78166c8,772.6749677892961,True,,train
smaller_dataset\Braised Crucian Carp\281.jpg,Braised Crucian Carp,unknown,500,666,faaec1970592065f,1316.4394007951646,True,,train
smaller_dataset\Braised Crucian Carp\282.jpg,Braised Crucian Carp,unknown,320,320,b3469f191877098f,1269.350266425991,True,,train
smaller_dataset\Braised Crucian Carp\283.jpg,Braised Crucian Carp,unknown,500,667,a2aa35f66a8d1e70,305.4289642730298,True,,val
smaller_dataset\Braised Crucian Carp\284.jpg,Braised Crucian Carp,unknown,500,281,81bc1fb0bcb32267,1173.2056657002313,True,,train
smaller_dataset\Braised Crucian Carp\285.jpg,Braised Crucian Carp,unknown,500,500,8a9a3b50ba5ec9b2,702.2835799972959,True,,train
smaller_dataset\Braised Crucian Carp\286.jpg,Braised Crucian Carp,unknown,640,360,c1df1e4a3e3d6824,5143.675010877802,True,,train
smaller_dataset\Braised Crucian Carp\287.jpg,Braised Crucian Carp,unknown,500,625,fb10546ad629cf25,918.8593476940899,True,,train
smaller_dataset\Braised Crucian Carp\288.jpg,Braised Crucian Carp,unknown,450,450,90ea68a6b3bd34ac,754.7739657132998,True,,train
